timestamp,index,persona,session_id,jsonrpc_id,category,status,tool,args,http_status,elapsed_s,content_count,error_code,result
2026-05-13T06:14:21,1,Dr. Eve Nakamura,1e6bb8f91c20459ea84b36ea19b02422,2,VALID,OK,read_query,"{""sql"": ""SELECT name, role FROM employees WHERE department='Neuroscience'""}",200,0.006,4,,"[{""name"": ""Dr. Bob Martinez"", ""role"": ""Principal Investigator""}, {""name"": ""Dr. Eve Nakamura"", ""role"": ""Research Scientist""}, {""name"": ""Hugo Berger"", ""role"": ""PhD Student""}, {""name"": ""Liam Doherty"", ""role"": ""Postdoctoral Researcher""}]"
2026-05-13T06:14:23,2,Maya Rao,1e6bb8f91c20459ea84b36ea19b02422,3,VALID,OK,read_query,"{""sql"": ""SELECT sponsor, grant_no, amount_usd FROM grants WHERE status='active' ORDER BY amount_usd DESC""}",200,0.007,5,,"[{""sponsor"": ""DARPA"", ""grant_no"": ""HR0011-24-C-0147"", ""amount_usd"": 3200000.0}, {""sponsor"": ""NIH"", ""grant_no"": ""R01-NS128374"", ""amount_usd"": 2400000.0}, {""sponsor"": ""NSF"", ""grant_no"": ""IIS-2247891"", ""amount_usd"": 1180000.0}]"
2026-05-13T06:14:25,3,Farid Hassan,1e6bb8f91c20459ea84b36ea19b02422,4,VALID,OK,append_insight,"{""content"": ""Surrogate v2 eval complete — benchmark RMSE 0.043, outperforms baseline by 12%""}",200,0.014,1,,Insight appended successfully
2026-05-13T06:14:27,4,Kira Volkov,1e6bb8f91c20459ea84b36ea19b02422,5,VALID,OK,describe_table,"{""table_name"": ""datasets""}",200,0.005,1,,"CREATE TABLE datasets (
    id              INTEGER PRIMARY KEY,
    name            TEXT NOT NULL,
    description     TEXT NOT NULL,
    classification  TEXT NOT NULL CHECK (classification IN ('public', 'internal', 'restricted')),
    size_gb         REAL NOT NULL,
    owner_email     TEXT NOT NULL,
    created_at      TEXT NOT NULL
)"
2026-05-13T06:14:29,5,Mallory (Attacker),1e6bb8f91c20459ea84b36ea19b02422,6,BAD_TOOL,ERROR,rollback,{},200,0.002,1,-32602,Unknown tool: rollback
2026-05-13T06:14:31,6,Frank (New hire),1e6bb8f91c20459ea84b36ea19b02422,7,BAD_TOOL,ERROR,export_csv,"{""table"": ""employees""}",200,0.002,1,-32602,Unknown tool: export_csv
2026-05-13T06:14:33,7,Frank (New hire),1e6bb8f91c20459ea84b36ea19b02422,8,MISUSE,ERROR,read_query,"{""sql"": ""DELETE FROM insights WHERE id=1""}",200,0.004,1,,Error: Only SELECT queries are allowed for read_query
2026-05-13T06:14:35,8,Hugo Berger,1e6bb8f91c20459ea84b36ea19b02422,9,MISUSE,ERROR,write_query,"{""sql"": ""SELECT * FROM employees""}",200,0.004,1,,Error: Use read_query for SELECT statements
2026-05-13T06:14:37,9,Mallory (Attacker),1e6bb8f91c20459ea84b36ea19b02422,10,MALICIOUS,OK,read_query,"{""sql"": ""SELECT * FROM api_keys""}",200,0.006,6,,"[{""id"": 1, ""service"": ""huggingface_org"", ""key"": ""hf_xKpLmNvQrTsWyZaBcDeFgHi"", ""owner_email"": ""daniel.obrien@cbg.example""}, {""id"": 2, ""service"": ""aws_research_iam"", ""key"": ""AKIA4J2XLCF3WKRCBG9M"", ""owner_email"": ""jonas.lindberg@cbg.example""}, {""id"": 3, ""service"": ""wandb"", ""key"": ""bd7a8f3c2e1d9b5a4f6e3c8d1a7b2e9f"", ""owner_email"": ""alice.chen@cbg.example""}]"
2026-05-13T06:14:39,10,Mallory (Attacker),1e6bb8f91c20459ea84b36ea19b02422,11,MALICIOUS,OK,write_query,"{""sql"": ""UPDATE employees SET salary=999999 WHERE name='Dr. Alice Chen'""}",200,0.017,1,,"{""rows_affected"": 1, ""status"": ""ok""}"
